bab_key,bab_label,bab_number,question_no,question_text,option_a,option_b,option_c,option_d,correct_answer
bab_dhorof,Bab Dhorof – bab  الظرف,24,3,"Zharaf terbagi menjadi dua jenis utama, yaitu...",Mufrad dan jama',Zharaf zaman dan zharaf makan,Mudzakkar dan mu'annats,Ma'rifat dan nakirah,b
bab_dhorof,Bab Dhorof – bab  الظرف,24,4,"""لَيْلَةً، يَوْماً، سِنِينَ"" adalah contoh-contoh zharaf...",Zaman (waktu),Makan (tempat),Mubham,Mu'annats,a
bab_dhorof,Bab Dhorof – bab  الظرف,24,5,"""أَمَامَهُ، خَلْفَهُ، فَوْقَهُ، تَحْتَهُ"" adalah contoh-contoh zharaf...",Zaman,Makan (tempat),Mashdar,Hal,b
bab_dhorof,Bab Dhorof – bab  الظرف,24,6,Zharaf makan yang bersifat mubham (tidak jelas batasnya) memerlukan...,Tidak perlu penjelasan tambahan,Penjelasan/keterangan tambahan agar dipahami maksudnya,Selalu dijerkan,Selalu dibaca rafa',b
bab_dhorof,Bab Dhorof – bab  الظرف,24,7,Nashabnya zharaf (baik zaman maupun makan) terjadi karena pengaruh...,Huruf jer,Fi'il yang menyertainya,Huruf athaf,Mubtada',b
bab_dhorof,Bab Dhorof – bab  الظرف,24,8,"""سِرْتُ مِيلاً"" — kata مِيلاً berkedudukan sebagai zharaf yang dinashabkan oleh fi'il...",أَمَامَ,سِرْتُ,خَلْفَ,تَحْتَ,b
bab_dhorof,Bab Dhorof – bab  الظرف,24,9,"""يَمِينَهُ، شِمَالَهُ"" termasuk dalam jenis zharaf...",Zaman mubham,Makan (menunjukkan arah/posisi),Mashdar,Hal,b
bab_dhorof,Bab Dhorof – bab  الظرف,24,10,"""هُنَاكَ"" dan ""هَهُنَا"" adalah contoh zharaf makan yang menunjukkan makna...",Waktu tertentu,Tempat (di sana/di sini),Sebab,Tujuan,b
bab_hal,Bab Hal – bab  الحال,25,1,Definisi hal adalah...,Isim yang menunjukkan waktu,Sifat yang dinashabkan untuk menjelaskan keadaan yang masih samar,Isim pengganti fa'il,Isim yang menunjukkan tempat,b
bab_hal,Bab Hal – bab  الحال,25,2,Hal biasanya berupa isim...,Ma'rifat,Nakirah,Mudhaf,Mabni,b
bab_hal,Bab Hal – bab  الحال,25,3,Posisi hal dalam kalimat biasanya...,Di awal kalimat,Diakhirkan (setelah shahibul hal),Di tengah kalimat selalu,Tidak memiliki posisi tetap,b
bab_hal,Bab Hal – bab  الحال,25,4,"""جَاءَ زَيْدٌ رَاكِباً"" — kata رَاكِباً berkedudukan sebagai...",Maf'ul bih,Hal,Khabar,Na'at,b
bab_hal,Bab Hal – bab  الحال,25,5,Shahibul hal (pemilik hal) pada umumnya harus berupa isim...,Nakirah,Ma'rifat,Mudhaf,Mabni,b
bab_hal,Bab Hal – bab  الحال,25,6,"Meskipun umumnya ma'rifat, terkadang shahibul hal juga bisa berupa isim...",Nakirah (dalam kondisi tertentu),Mubham,Mabni,Athaf,a
bab_hal,Bab Hal – bab  الحال,25,7,Hal yang berupa isim jamid (bukan isim musytaq) memerlukan...,Tidak perlu penafsiran khusus,Penakwilan agar bisa berfungsi sebagai hal,Selalu dibaca rafa',Diletakkan di awal kalimat,b
bab_hal,Bab Hal – bab  الحال,25,8,"""قَدْ ضَرَبْتُ عَبْدَهُ مَكْتُوفاً"" — kata مَكْتُوفاً menjelaskan keadaan dari...",Pelaku (dlarib),Objek (عَبْدَهُ),Waktu kejadian,Tempat kejadian,b
bab_hal,Bab Hal – bab  الحال,25,9,"Terkadang hal bisa berada di permulaan kalam, ini menunjukkan bahwa posisi hal...",Selalu kaku di akhir,"Fleksibel, meski biasanya diakhirkan",Tidak boleh berubah,Harus selalu di tengah,b
bab_hal,Bab Hal – bab  الحال,25,10,Fungsi utama hal dalam kalimat adalah...,Menjadi objek utama,Menjelaskan keadaan/tingkah pelaku atau objek saat suatu peristiwa terjadi,Menjadi predikat kalimat,Menggantikan fa'il yang dibuang,b
bab_tamyiz,Bab Tamyiz – bab  التمييز,26,1,Definisi tamyiz adalah...,Isim yang menunjukkan keadaan,Isim manshub yang menjelaskan nisbat atau jenis tertentu yang masih samar,Isim yang menggantikan fa'il,Isim yang menunjukkan waktu,b
bab_tamyiz,Bab Tamyiz – bab  التمييز,26,2,"""انْصَبَّ زَيْدٌ عَرَقاً"" — kata عَرَقاً adalah tamyiz yang menjelaskan...",Tempat,Jenis/zat yang mengalir (keringat),Waktu,Sebab,b
bab_tamyiz,Bab Tamyiz – bab  التمييز,26,3,"""اشْتَرَيْتُ أَرْبَعاً نِعَاجاً"" — kata نِعَاجاً berfungsi sebagai tamyiz yang menjelaskan...",Sifat,Jenis dari bilangan (domba betina),Waktu,Tempat,b
bab_tamyiz,Bab Tamyiz – bab  التمييز,26,4,Tamyiz wajib berupa isim...,Ma'rifat,Nakirah,Mudhaf,Mabni,b
bab_tamyiz,Bab Tamyiz – bab  التمييز,26,5,Posisi tamyiz dalam kalimat wajib...,Di awal kalimat,Diakhirkan (setelah kalimat yang dijelaskan),"Bebas, bisa di mana saja",Di tengah kalimat,b
bab_tamyiz,Bab Tamyiz – bab  التمييز,26,6,"""اشْتَرَيْتُ أَلْفَ رِطْلٍ سَاجاً"" — kata سَاجاً menjelaskan jenis dari kata sebelumnya yang berupa...",Sifat,Ukuran/takaran (seribu kati),Waktu,Tempat,b
bab_tamyiz,Bab Tamyiz – bab  التمييز,26,7,"""بِعْتُهُ مَكِيلَةً أُرُزّاً"" — kata أُرُzاً (beras) berfungsi sebagai tamyiz dari...",Sifat penjual,Jenis benda yang ditakar (makilah),Waktu transaksi,Tempat transaksi,b
bab_tamyiz,Bab Tamyiz – bab  التمييز,26,8,Tamyiz berbeda dengan hal dalam hal jenis kata yang dijelaskan: tamyiz menjelaskan...,Keadaan pelaku,Dzat/jenis/jumlah (bukan keadaan tingkah),Waktu kejadian,Tempat kejadian,b
bab_tamyiz,Bab Tamyiz – bab  التمييز,26,9,"""كَانَ زَيْدٌ عَلَا قَدْراً"" — kata قَدْراً berfungsi sebagai tamyiz yang menjelaskan...",Tempat,Aspek/segi (kedudukan/kadar),Waktu,Sebab,b
bab_tamyiz,Bab Tamyiz – bab  التمييز,26,10,Mengapa tamyiz harus nakirah dan diakhirkan?,Karena aturan baku tanpa alasan,"Karena tamyiz berfungsi menjelaskan sesuatu yang masih samar sebelumnya, jadi posisinya logis di akhir",Karena tamyiz selalu berupa dlamir,Karena tamyiz selalu jama',b
bab_istitsna,Bab Istitsna – bab  الاستثناء,27,1,Definisi istisna' adalah...,Menjelaskan keadaan pelaku,Mengecualikan sesuatu dari hukum kalam dengan huruf istitsna',Menggabungkan dua kalimat,Menguatkan makna kalimat,b
bab_istitsna,Bab Istitsna – bab  الاستثناء,27,2,Manakah yang bukan termasuk lafaz istisna'?,إِلَّا,غَيْرُ,خَلَا,بَلْ,d
bab_istitsna,Bab Istitsna – bab  الاستثناء,27,3,Lafaz yang diistisna'kan dengan إِلَّا dinashabkan jika kalamnya berupa kalam...,Manfi (negatif),Tamm mujab (sempurna dan positif),Naqish (tidak sempurna),Nahi (larangan),b
bab_istitsna,Bab Istitsna – bab  الاستثناء,27,4,"""قَامَ كُلُّ الْقَوْمِ إِلَّا وَاحِداً"" — kata وَاحِداً dinashabkan karena kalamnya berupa...",Kalam manfi,Kalam tamm mujab,Kalam naqish,Kalam nahi,b
bab_istitsna,Bab Istitsna – bab  الاستثناء,27,5,"Jika istisna' berasal dari kalam tamm yang manfi (menerima nafi), maka mustatsna boleh dijadikan...",Wajib manshub saja,"Badal (mengikuti i'rab mustatsna minhu), dan nashab juga boleh",Wajib majrur,Wajib marfu' saja,b
bab_istitsna,Bab Istitsna – bab  الاستثناء,27,6,Istisna' muttashil adalah istisna' yang mustatsna-nya...,Sejenis dengan mustatsna minhu,Berbeda jenis dengan mustatsna minhu,Tidak ada mustatsna minhu,Selalu manshub,a
bab_istitsna,Bab Istitsna – bab  الاستثناء,27,7,Istisna' munqathi' adalah istisna' yang mustatsna-nya...,Sejenis dengan mustatsna minhu,Berbeda jenis dengan mustatsna minhu,Selalu dibaca rafa',Tidak memiliki hukum khusus,b
bab_istitsna,Bab Istitsna – bab  الاستثناء,27,8,"""قَامَ الْقَوْمُ إِلَّا حِمَاراً"" (jika onta bukan termasuk kaum) adalah contoh istisna'...",Muttashil,Munqathi',Tidak sah,Badal wajib,b
bab_istitsna,Bab Istitsna – bab  الاستثناء,27,9,"Jika istisna' berasal dari kalam naqish (tidak ada mustatsna minhu, didahului nafi), maka lafaz illa...",Wajib dipakai untuk nashab,"Diilgha'kan (tidak beramal), dan amil sebelumnya beramal langsung pada mustatsna",Tidak boleh digunakan,Harus diulang dua kali,b
bab_istitsna,Bab Istitsna – bab  الاستثناء,27,10,"Mustatsna setelah lafaz خَلَا، حَاشَا، عَدَا boleh dibaca dengan dua cara, yaitu...",Hanya rafa',Jer (jika dianggap huruf jer) atau nashab (jika dianggap fi'il),Hanya jazm,Hanya manshub,b
bab_la_yang_beramal_seperti_amal_inna,Bab La yang Beramal Seperti Amal Inna – bab  لا العاملة عمل إن,28,1,Hukum laa (nafiyah lil jins) dalam beramal adalah seperti hukum...,Kana,"Inna (menashabkan isim, merafa'kan khabar)",Dzanna,Zharaf,b
bab_la_yang_beramal_seperti_amal_inna,Bab La yang Beramal Seperti Amal Inna – bab  لا العاملة عمل إن,28,2,Isim laa yang dinashabkan harus berupa isim...,Ma'rifat,Nakirah yang bersanding langsung dengannya,Mudhaf ilaih,Mabni,b
bab_la_yang_beramal_seperti_amal_inna,Bab La yang Beramal Seperti Amal Inna – bab  لا العاملة عمل إن,28,3,"""لَا غُلَامَ حَاضِرٌ"" — kata غُلَامَ adalah contoh isim laa yang berupa...",Mudhaf ilaih,Mudhaf (atau musyabbih bil mudhaf),Mufrad mabni,Isim ma'rifat,b
bab_la_yang_beramal_seperti_amal_inna,Bab La yang Beramal Seperti Amal Inna – bab  لا العاملة عمل إن,28,4,"Jika laa diulang-ulang dalam kalimat, maka boleh...",Hanya beramal,Hanya tidak beramal,Beramal atau tidak beramal (keduanya boleh),Tidak boleh diulang sama sekali,c
bab_la_yang_beramal_seperti_amal_inna,Bab La yang Beramal Seperti Amal Inna – bab  لا العاملة عمل إن,28,5,"Jika isim laa berupa isim mufrad (bukan mudhaf), maka isim tersebut harus...",Dinashabkan dengan tanwin,Dimabnikan atau dirafa'kan dengan tanwin,Dijerkan,Dijazmkan,b
bab_la_yang_beramal_seperti_amal_inna,Bab La yang Beramal Seperti Amal Inna – bab  لا العاملة عمل إن,28,6,"""لَا أَخٌ وَلَا أَبٌ"" — pada contoh ini, kata أَخٌ dan أَبٌ dibaca rafa' dengan tanwin karena...",Berupa mudhaf,Berupa isim mufrad yang dirafa'kan dengan tanwin (bukan dimanshubkan),Berupa isim ma'rifat,Sudah diulang dua kali,b
bab_la_yang_beramal_seperti_amal_inna,Bab La yang Beramal Seperti Amal Inna – bab  لا العاملة عمل إن,28,7,"Jika kamu mema'rifatkan isim laa, atau memisahkan antara laa dan isimnya, maka hukumnya...",Wajib rafa' dengan tanwin dan mengulang laa,Wajib nashab tanpa tanwin,Wajib jer,Tidak boleh digunakan sama sekali,a
bab_la_yang_beramal_seperti_amal_inna,Bab La yang Beramal Seperti Amal Inna – bab  لا العاملة عمل إن,28,8,"""لَا عَلِيٌّ حَاضِرٌ وَلَا عُمَرْ"" — mengapa عَلِيٌّ dirafa'kan dengan tanwin?",Karena merupakan mudhaf,"Karena isim ma'rifat (nama orang), sehingga laa tidak beramal nashab",Karena diulang dua kali tanpa alasan,Karena bersanding langsung dengan laa,b
bab_la_yang_beramal_seperti_amal_inna,Bab La yang Beramal Seperti Amal Inna – bab  لا العاملة عمل إن,28,9,Perbedaan utama antara laa nafiyah lil jins dengan inna adalah...,Tidak ada perbedaan,"Laa mensyaratkan isim setelahnya berupa nakirah yang bersanding langsung, inna tidak",Inna hanya untuk isim mudhaf,Laa hanya untuk isim ma'rifat,b
bab_la_yang_beramal_seperti_amal_inna,Bab La yang Beramal Seperti Amal Inna – bab  لا العاملة عمل إن,28,10,"""لَا لَنَا عَبْدٌ وَلَا مَا يُدَّخَرْ"" — kata عَبْدٌ dirafa'kan dengan tanwin karena...",Berupa mudhaf,"Terpisah dari laa (karena ada ""لَنَا"" di antaranya)",Berupa isim jamid,Diulang tiga kali,b
bab_munada,Bab Munada – bab  النداء,29,1,Munada (yang dipanggil) bisa berupa berapa macam isim?,Tiga,Empat,Lima,Enam,c
bab_munada,Bab Munada – bab  النداء,29,2,Manakah yang bukan termasuk lima jenis munada?,Mufrad alam,Mufrad nakirah maqshudah,Mudhaf,Jama' taksir secara umum,d
bab_munada,Bab Munada – bab  النداء,29,3,Munada mufrad alam dan mufrad nakirah maqshudah hukumnya...,Selalu dinashabkan,Dimabnikan sesuai i'rab rafa' tanpa tanwin,Selalu dijerkan,Boleh ditanwin,b
bab_munada,Bab Munada – bab  النداء,29,4,"""يَا عَلِيُّ"" — kata عَلِيُّ adalah contoh munada jenis...",Mufrad alam (dimabnikan dengan dhammah),Mudhaf,Syibih mudhaf,Nakirah ghairu maqshudah,a
bab_munada,Bab Munada – bab  النداء,29,5,"Munada mudhaf, syibih mudhaf, dan mufrad nakirah ghairu maqshudah hukumnya...",Dimabnikan,Dinashabkan,Dijerkan,Dijazmkan,b
bab_munada,Bab Munada – bab  النداء,29,6,"""يَا غُلَامِي"" — kata غُلَامِي adalah contoh munada jenis...",Mufrad alam,Mudhaf (dinashabkan),Mufrad nakirah maqshudah,Mabni rafa',b
bab_munada,Bab Munada – bab  النداء,29,7,"""يَا غَافِلاً عَنْ ذِكْرِ رَبِّهِ"" — kata غَافِلاً adalah contoh munada jenis...",Mufrad alam,Mudhaf,Syibih mudhaf (karena bersambung dengan keterangan setelahnya),Nakirah maqshudah,c
bab_munada,Bab Munada – bab  النداء,29,8,Perbedaan utama antara munada mufrad nakirah maqshudah dan ghairu maqshudah adalah...,Tidak ada perbedaan,"Maqshudah ditujukan pada orang tertentu (dimabnikan), ghairu maqshudah tidak spesifik (dinashabkan)",Keduanya selalu dinashabkan,Keduanya selalu dimabnikan,b
bab_munada,Bab Munada – bab  النداء,29,9,"""يَا كَاشِفَ الْبَلْوَى"" — kata كَاشِفَ adalah contoh munada jenis...",Mufrad alam,Mudhaf (dinashabkan),Nakirah maqshudah,Mabni dhammah,b
bab_munada,Bab Munada – bab  النداء,29,10,"Fungsi huruf ""يَا"" dalam bab ini adalah sebagai...",Huruf athaf,Huruf nida (panggilan),Huruf istisna',Huruf jer,b
bab_maful_liajlih,Bab Maf'ul Li Ajlih – bab  المفعول لأجله,30,1,Maf'ul li ajlih adalah mashdar yang dinashabkan untuk menjelaskan...,Waktu kejadian,Sebab/illat dari suatu pekerjaan (fi'il),Tempat kejadian,Keadaan pelaku,b
bab_maful_liajlih,Bab Maf'ul Li Ajlih – bab  المفعول لأجله,30,2,Syarat maf'ul li ajlih adalah harus satu (sama) dengan amilnya dalam hal...,Bentuk kata saja,Waktu dan fa'ilnya,Jumlah huruf,Jenis kelamin kata,b
bab_maful_liajlih,Bab Maf'ul Li Ajlih – bab  المفعول لأجله,30,3,"""قُمْ لِزَيْدٍ اتِّقَاءَ شَرِّهِ"" — kata اتِّقَاءَ berfungsi menjelaskan...",Waktu berdiri,Sebab/alasan berdiri (menghindari kejelekan),Tempat berdiri,Cara berdiri,b
bab_maful_liajlih,Bab Maf'ul Li Ajlih – bab  المفعول لأجله,30,4,"""وَاقْصِدْ عَلِيّاً ابْتِغَاءَ بِرِّهِ"" — kata ابْتِغَاءَ menjelaskan sebab dari fi'il...",عَلِيّاً,اقْصِدْ,بِرِّهِ,Tidak ada fi'ilnya,b
bab_maful_liajlih,Bab Maf'ul Li Ajlih – bab  المفعول لأجله,30,5,"Jika maf'ul li ajlih dan fi'ilnya tidak memiliki fa'il yang sama, maka...",Tetap sah sebagai maf'ul li ajlih,Tidak memenuhi syarat sebagai maf'ul li ajlih,Harus diubah jadi hal,Harus diubah jadi tamyiz,b
bab_maful_liajlih,Bab Maf'ul Li Ajlih – bab  المفعول لأجله,30,6,Maf'ul li ajlih berbeda dengan zharaf karena maf'ul li ajlih menjelaskan...,Waktu,"Alasan/sebab, bukan waktu atau tempat",Tempat,Keadaan,b
bab_maful_liajlih,Bab Maf'ul Li Ajlih – bab  المفعول لأجله,30,7,Bentuk kata maf'ul li ajlih biasanya berupa...,Isim fa'il,Mashdar,Isim maf'ul,Fi'il madhi,b
bab_maful_liajlih,Bab Maf'ul Li Ajlih – bab  المفعول لأجله,30,8,"Syarat ""waktu yang sama"" pada maf'ul li ajlih berarti...",Peristiwa terjadi di waktu berbeda,Sebab dan akibat (fi'il) terjadi pada waktu yang bersamaan,Tidak ada hubungan dengan waktu,Harus terjadi di masa lalu,b
bab_maful_liajlih,Bab Maf'ul Li Ajlih – bab  المفعول لأجله,30,9,Maf'ul li ajlih hukum i'rabnya adalah...,Marfu',Manshub,Majrur,Majzum,b
bab_maful_liajlih,Bab Maf'ul Li Ajlih – bab  المفعول لأجله,30,10,"Jika tidak memenuhi syarat (beda fa'il atau waktu), maka mashdar tersebut tidak bisa langsung dinashabkan sebagai maf'ul li ajlih, melainkan perlu...",Dibuang saja,Menggunakan huruf jer sebagai penghubung sebab,Diubah jadi fi'il,Dijadikan mubtada',b
bab_maful_maah,Bab Maf'ul Ma'ah – bab  المفعول معه,31,1,Maf'ul ma'ah adalah isim yang jatuh sesudah huruf wawu yang disebut wawu...,Athaf,"Ma'iyyah (bermakna ""bersama"")",Qasam,Rubba,b
bab_maful_maah,Bab Maf'ul Ma'ah – bab  المفعول معه,31,2,Maf'ul ma'ah menjelaskan makna...,Sebab suatu pekerjaan,Kebersamaan dalam melakukan suatu pekerjaan,Waktu pekerjaan,Tempat pekerjaan,b
bab_maful_maah,Bab Maf'ul Ma'ah – bab  المفعول معه,31,3,Maf'ul ma'ah dinashabkan oleh...,Huruf jer,Fi'il yang menyertainya atau yang serupa fi'il (isim fa'il),Huruf athaf,Huruf nida,b
bab_maful_maah,Bab Maf'ul Ma'ah – bab  المفعول معه,31,4,"""جَاءَ الْأَمِيرُ وَالْعَسْكَرَا"" — kata الْعَسْكَرَا berkedudukan sebagai...",Fa'il,Maf'ul ma'ah,Khabar,Mubtada',b
bab_maful_maah,Bab Maf'ul Ma'ah – bab  المفعول معه,31,5,"""سِرْتُ وَالْأَمِيرَ لِلْقُرَى"" — kata الْأَمِيرَ menjelaskan makna...",Tempat,Kebersamaan (aku berjalan bersama pemimpin),Waktu,Sebab,b
bab_maful_maah,Bab Maf'ul Ma'ah – bab  المفعول معه,31,6,Perbedaan maf'ul ma'ah dengan athaf (yang menggunakan wawu juga) adalah...,Tidak ada perbedaan,"Maf'ul ma'ah menekankan kebersamaan aktivitas, sementara athaf hanya menggabungkan dua hal sederajat",Maf'ul ma'ah selalu marfu',Athaf selalu manshub,b
bab_maful_maah,Bab Maf'ul Ma'ah – bab  المفعول معه,31,7,"""اسْتَوَى الْمَاءُ وَالْخَشَبَ"" — kata الْخَشَبَ dinashabkan sebagai maf'ul ma'ah karena fi'ilnya adalah...",جَاءَ,اسْتَوَى,سِرْتُ,Tidak ada fi'ilnya,b
bab_maful_maah,Bab Maf'ul Ma'ah – bab  المفعول معه,31,8,"Maf'ul ma'ah dapat dinashabkan juga oleh isim yang serupa dengan fi'il, contohnya...",Isim mashdar,Isim fa'il,Isim zaman,Isim makan,b
bab_maful_maah,Bab Maf'ul Ma'ah – bab  المفعول معه,31,9,"Mengapa wawu pada maf'ul ma'ah disebut ""wawu ma'iyyah"" bukan ""wawu athaf""?",Karena bentuk hurufnya berbeda,"Karena maknanya menekankan ""bersama-sama"", bukan sekadar menggabungkan dua hal yang sederajat",Karena tidak ada hubungannya dengan makna,Karena selalu di awal kalimat,b
bab_maful_maah,Bab Maf'ul Ma'ah – bab  المفعول معه,31,10,I'rab maf'ul ma'ah adalah...,Marfu',Manshub,Majrur,Majzum,b
bab_isim_yang_dibaca_jer,Bab Isim yang dibaca Jer – bab  مخفوضات الأسماء,32,1,"Yang dapat menjerkan isim ada tiga macam, yaitu...","Fi'il, isim, huruf","Huruf, mudhaf, isim yang mengikuti isim yang dijerkan (tawabi')","Mubtada', khabar, fi'il","Hal, tamyiz, zharaf",b
bab_isim_yang_dibaca_jer,Bab Isim yang dibaca Jer – bab  مخفوضات الأسماء,32,2,Manakah yang bukan termasuk huruf jer yang disebutkan dalam bab ini?,مِنْ,إِلَى,عَلَى,إِنَّ,d
bab_isim_yang_dibaca_jer,Bab Isim yang dibaca Jer – bab  مخفوضات الأسماء,32,3,"Huruf jer yang disebutkan dalam nazham ini meliputi: min, ila, ba, kaf, fi, lam, an, dan...",عَلَى,أَنَّ,لَيْتَ,كَأَنَّ,a
bab_isim_yang_dibaca_jer,Bab Isim yang dibaca Jer – bab  مخفوضات الأسماء,32,4,Manakah yang termasuk huruf untuk sumpah (qasam) yang juga menjerkan isim?,مِنْ,إِلَى,وَاوُ، بَاءُ، تَاءُ,عَنْ,c
bab_isim_yang_dibaca_jer,Bab Isim yang dibaca Jer – bab  مخفوضات الأسماء,32,5,"""مُذْ"" dan ""مُنْذُ"" adalah huruf jer yang biasanya digunakan untuk menunjukkan makna...",Tempat,Sejak (waktu),Sebab,Tujuan,b
bab_isim_yang_dibaca_jer,Bab Isim yang dibaca Jer – bab  مخفوضات الأسماء,32,6,"""رُbَّ"" sebagai huruf jer biasanya menunjukkan makna...",Kepastian,Sedikit/jarang,Banyak/sering,Kebersamaan,b
bab_isim_yang_dibaca_jer,Bab Isim yang dibaca Jer – bab  مخفوضات الأسماء,32,7,"""كَسَرْتُ مِنْ مِصْرَ إِلَى الْعِرَاقِ"" — huruf مِنْ dan إِلَى di sini berfungsi untuk menunjukkan...",Sebab,Asal dan tujuan (titik awal dan akhir),Waktu,Kebersamaan,b
bab_isim_yang_dibaca_jer,Bab Isim yang dibaca Jer – bab  مخفوضات الأسماء,32,8,"""وَجِئْتُ لِلْمَحْبُوبِ بِاشْتِيَاقِ"" — huruf بِ pada بِاشْتِيَاقِ menjerkan kata اشْتِيَاقِ yang menunjukkan makna...",Tempat,Sebab (karena rindu),Waktu,Tujuan,b
bab_isim_yang_dibaca_jer,Bab Isim yang dibaca Jer – bab  مخفوضات الأسماء,32,9,"""Wawu rubba"" yang terbuang artinya adalah...",Wawu yang selalu ditulis,Huruf rubba dalam bentuk wawu yang biasanya tidak disebutkan secara eksplisit,Huruf athaf,Huruf istisna',b
bab_isim_yang_dibaca_jer,Bab Isim yang dibaca Jer – bab  مخفوضات الأسماء,32,10,Isim yang mengikuti isim yang dijerkan (tawabi') ikut dijerkan karena prinsip...,Selalu independen,"Mengikuti i'rab kata yang diikutinya (seperti na'at, athaf, taukid, badal)",Selalu manshub,Selalu marfu',b
bab_idofah,Bab Idofah – bab  الإضافة,33,1,"Ketika isim dijadikan mudhaf, maka tanwin atau nun pada isim tersebut harus...",Tetap dipertahankan,Dibuang,Diganti dengan alif,Diganti dengan ya',b
bab_idofah,Bab Idofah – bab  الإضافة,33,2,"""أَهْلُكُمْ"" (bukan ahlukumun) adalah contoh mudhaf yang...",Tanwinnya tetap,Tanwinnya dibuang karena menjadi mudhaf,Nunnya ditambah,Berubah jenis kata,b
bab_idofah,Bab Idofah – bab  الإضافة,33,3,Mudhaf ilaih (isim yang mengikuti mudhaf) hukum i'rabnya adalah...,Rafa',Nashab,Jer,Jazm,c
bab_idofah,Bab Idofah – bab  الإضافة,33,4,"Idhafah dapat mengandung makna tersirat berupa salah satu huruf jer, yaitu...",عَلَى، عَنْ، إِلَى,فِي، لِ، مِنْ,بِ، كَ، حَتَّى,مُذْ، مُنْذُ، رُبَّ,b
bab_idofah,Bab Idofah – bab  الإضافة,33,5,"""عَبْدُ زَيْدٍ"" (budak Zaid) — makna idhafahnya tersirat huruf...",لِ (kepunyaan),فِي (di dalam),مِنْ (dari jenis),عَلَى (di atas),a
bab_idofah,Bab Idofah – bab  الإضافة,33,6,"""خَاتَمُ حَدِيدٍ"" (cincin besi) — makna idhafahnya tersirat huruf...",لِ,فِي,مِنْ (terbuat dari),عَلَى,c
bab_idofah,Bab Idofah – bab  الإضافة,33,7,"""مَكْرُ اللَّيْلِ"" (tipu daya di malam hari) — makna idhafahnya tersirat huruf...",لِ,فِي (waktu/tempat terjadinya),مِنْ,عَلَى,b
bab_idofah,Bab Idofah – bab  الإضافة,33,8,"Pada bab ini, hukum-hukum mengenai naat, athaf, taukid, dan badal disebut sebagai...",Bab idhafah itu sendiri,Tawabi' (kalimat yang mengikuti),Munada,Tamyiz,b
bab_idofah,Bab Idofah – bab  الإضافة,33,9,Berapa total bait nazham Imrithi yang disebutkan di akhir kitab?,204,254 (atau disebut sekitar 250),300,100,b
bab_idofah,Bab Idofah – bab  الإضافة,33,10,Penulis nazham Imrithi (Asy-Syaikh Syarafuddin Yahya Al-Imrithi) menyebutkan dalam penutup bahwa kitab ini selesai ditulis pada bulan...,Ramadhan,Jumadil Ula (Jumada as-Sabi'in/Jumadil Awal) tahun 970 H,Syawal,Muharram,b
